Player,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Venue,Start Date,Year
JC Buttler,Rajasthan Royals,Kings XI Punjab,23,0,18,17,1,2,135.29,2,Mohali,16-Apr-19,2019
SV Samson,Rajasthan Royals,Kings XI Punjab,27,0,33,21,2,0,128.57,2,Mohali,16-Apr-19,2019
AM Rahane,Rajasthan Royals,Kings XI Punjab,26,0,37,21,1,0,123.8,2,Mohali,16-Apr-19,2019
AJ Turner,Rajasthan Royals,Kings XI Punjab,0,0,2,1,0,0,0,2,Mohali,16-Apr-19,2019
JC Archer,Rajasthan Royals,Kings XI Punjab,1,0,3,3,0,0,33.33,2,Mohali,16-Apr-19,2019
STR Binny,Rajasthan Royals,Kings XI Punjab,33,1,18,11,2,3,300,2,Mohali,16-Apr-19,2019
S Gopal,Rajasthan Royals,Kings XI Punjab,0,0,4,1,0,0,0,2,Mohali,16-Apr-19,2019
JD Unadkat,Rajasthan Royals,Kings XI Punjab,0,1,4,0,0,0,0,2,Mohali,16-Apr-19,2019
DS Kulkarni,Rajasthan Royals,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,16-Apr-19,2019
IS Sodhi,Rajasthan Royals,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,16-Apr-19,2019
PA Patel,Royal Challengers Bangalore,Mumbai Indians,28,0,36,20,4,1,140,1,Wankhede,15-Apr-19,2019
V Kohli,Royal Challengers Bangalore,Mumbai Indians,8,0,13,9,1,0,88.88,1,Wankhede,15-Apr-19,2019
AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,75,0,86,51,6,4,147.05,1,Wankhede,15-Apr-19,2019
MM Ali,Royal Challengers Bangalore,Mumbai Indians,50,0,48,32,1,5,156.25,1,Wankhede,15-Apr-19,2019
MP Stoinis,Royal Challengers Bangalore,Mumbai Indians,0,0,4,2,0,0,0,1,Wankhede,15-Apr-19,2019
AD Nath,Royal Challengers Bangalore,Mumbai Indians,2,0,11,3,0,0,66.66,1,Wankhede,15-Apr-19,2019
P Negi,Royal Challengers Bangalore,Mumbai Indians,0,0,3,2,0,0,0,1,Wankhede,15-Apr-19,2019
UT Yadav,Royal Challengers Bangalore,Mumbai Indians,0,1,4,1,0,0,0,1,Wankhede,15-Apr-19,2019
Mohammed Siraj,Royal Challengers Bangalore,Mumbai Indians,0,1,2,0,0,0,0,1,Wankhede,15-Apr-19,2019
YS Chahal,Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,1,Wankhede,15-Apr-19,2019
NA Saini,Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,1,Wankhede,15-Apr-19,2019
Q de Kock,Mumbai Indians,Royal Challengers Bangalore,40,0,42,26,5,2,153.84,2,Wankhede,15-Apr-19,2019
RG Sharma,Mumbai Indians,Royal Challengers Bangalore,28,0,38,19,2,2,147.36,2,Wankhede,15-Apr-19,2019
SA Yadav,Mumbai Indians,Royal Challengers Bangalore,29,0,37,23,2,1,126.08,2,Wankhede,15-Apr-19,2019
Ishan Kishan,Mumbai Indians,Royal Challengers Bangalore,21,0,12,9,0,3,233.33,2,Wankhede,15-Apr-19,2019
KH Pandya,Mumbai Indians,Royal Challengers Bangalore,11,0,41,21,1,0,52.38,2,Wankhede,15-Apr-19,2019
HH Pandya,Mumbai Indians,Royal Challengers Bangalore,37,1,25,16,5,2,231.25,2,Wankhede,15-Apr-19,2019
KA Pollard,Mumbai Indians,Royal Challengers Bangalore,0,1,7,0,0,0,0,2,Wankhede,15-Apr-19,2019
RD Chahar,Mumbai Indians,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Wankhede,15-Apr-19,2019
JP Behrendorff,Mumbai Indians,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Wankhede,15-Apr-19,2019
SL Malinga,Mumbai Indians,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Wankhede,15-Apr-19,2019
JJ Bumrah,Mumbai Indians,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Wankhede,15-Apr-19,2019
PP Shaw,Delhi Capitals,Sunrisers Hyderabad,4,0,9,5,0,0,80,1,Hyderabad (Deccan),14-Apr-19,2019
S Dhawan,Delhi Capitals,Sunrisers Hyderabad,7,0,18,8,1,0,87.5,1,Hyderabad (Deccan),14-Apr-19,2019
C Munro,Delhi Capitals,Sunrisers Hyderabad,40,0,29,24,4,3,166.66,1,Hyderabad (Deccan),14-Apr-19,2019
SS Iyer,Delhi Capitals,Sunrisers Hyderabad,45,0,61,40,5,0,112.5,1,Hyderabad (Deccan),14-Apr-19,2019
RR Pant,Delhi Capitals,Sunrisers Hyderabad,23,0,45,19,3,0,121.05,1,Hyderabad (Deccan),14-Apr-19,2019
CH Morris,Delhi Capitals,Sunrisers Hyderabad,4,0,12,8,0,0,50,1,Hyderabad (Deccan),14-Apr-19,2019
AR Patel,Delhi Capitals,Sunrisers Hyderabad,14,1,19,11,1,0,127.27,1,Hyderabad (Deccan),14-Apr-19,2019
KMA Paul,Delhi Capitals,Sunrisers Hyderabad,7,0,9,4,0,1,175,1,Hyderabad (Deccan),14-Apr-19,2019
K Rabada,Delhi Capitals,Sunrisers Hyderabad,2,1,3,2,0,0,100,1,Hyderabad (Deccan),14-Apr-19,2019
I Sharma,Delhi Capitals,Sunrisers Hyderabad,0,0,0,0,0,0,0,1,Hyderabad (Deccan),14-Apr-19,2019
A Mishra,Delhi Capitals,Sunrisers Hyderabad,0,0,0,0,0,0,0,1,Hyderabad (Deccan),14-Apr-19,2019
DA Warner,Sunrisers Hyderabad,Delhi Capitals,51,0,86,47,3,1,108.51,2,Hyderabad (Deccan),14-Apr-19,2019
JM Bairstow,Sunrisers Hyderabad,Delhi Capitals,41,0,51,31,5,1,132.25,2,Hyderabad (Deccan),14-Apr-19,2019
KS Williamson,Sunrisers Hyderabad,Delhi Capitals,3,0,10,8,0,0,37.5,2,Hyderabad (Deccan),14-Apr-19,2019
RK Bhui,Sunrisers Hyderabad,Delhi Capitals,7,0,18,12,0,0,58.33,2,Hyderabad (Deccan),14-Apr-19,2019
V Shankar,Sunrisers Hyderabad,Delhi Capitals,1,0,8,2,0,0,50,2,Hyderabad (Deccan),14-Apr-19,2019
DJ Hooda,Sunrisers Hyderabad,Delhi Capitals,3,0,8,4,0,0,75,2,Hyderabad (Deccan),14-Apr-19,2019
Abhishek Sharma,Sunrisers Hyderabad,Delhi Capitals,2,0,9,3,0,0,66.66,2,Hyderabad (Deccan),14-Apr-19,2019
Rashid Khan,Sunrisers Hyderabad,Delhi Capitals,0,0,1,1,0,0,0,2,Hyderabad (Deccan),14-Apr-19,2019
B Kumar,Sunrisers Hyderabad,Delhi Capitals,2,0,8,4,0,0,50,2,Hyderabad (Deccan),14-Apr-19,2019
Sandeep Sharma,Sunrisers Hyderabad,Delhi Capitals,1,1,6,1,0,0,100,2,Hyderabad (Deccan),14-Apr-19,2019
KK Ahmed,Sunrisers Hyderabad,Delhi Capitals,0,0,1,1,0,0,0,2,Hyderabad (Deccan),14-Apr-19,2019
CA Lynn,Kolkata Knight Riders,Chennai Super Kings,82,0,68,51,7,6,160.78,1,Kolkata,14-Apr-19,2019
SP Narine,Kolkata Knight Riders,Chennai Super Kings,2,0,24,7,0,0,28.57,1,Kolkata,14-Apr-19,2019
N Rana,Kolkata Knight Riders,Chennai Super Kings,21,0,24,18,3,0,116.66,1,Kolkata,14-Apr-19,2019
RV Uthappa,Kolkata Knight Riders,Chennai Super Kings,0,0,3,1,0,0,0,1,Kolkata,14-Apr-19,2019
KD Karthik,Kolkata Knight Riders,Chennai Super Kings,18,0,36,14,2,0,128.57,1,Kolkata,14-Apr-19,2019
AD Russell,Kolkata Knight Riders,Chennai Super Kings,10,0,3,4,1,1,250,1,Kolkata,14-Apr-19,2019
Shubman Gill,Kolkata Knight Riders,Chennai Super Kings,15,0,28,20,0,0,75,1,Kolkata,14-Apr-19,2019
PP Chawla,Kolkata Knight Riders,Chennai Super Kings,4,1,15,5,0,0,80,1,Kolkata,14-Apr-19,2019
Kuldeep Yadav,Kolkata Knight Riders,Chennai Super Kings,0,0,1,0,0,0,0,1,Kolkata,14-Apr-19,2019
M Prasidh Krishna,Kolkata Knight Riders,Chennai Super Kings,0,0,0,0,0,0,0,1,Kolkata,14-Apr-19,2019
HF Gurney,Kolkata Knight Riders,Chennai Super Kings,0,0,0,0,0,0,0,1,Kolkata,14-Apr-19,2019
SR Watson,Chennai Super Kings,Kolkata Knight Riders,6,0,17,7,1,0,85.71,2,Kolkata,14-Apr-19,2019
F du Plessis,Chennai Super Kings,Kolkata Knight Riders,24,0,29,16,5,0,150,2,Kolkata,14-Apr-19,2019
SK Raina,Chennai Super Kings,Kolkata Knight Riders,58,1,86,42,7,1,138.09,2,Kolkata,14-Apr-19,2019
AT Rayudu,Chennai Super Kings,Kolkata Knight Riders,5,0,21,11,0,0,45.45,2,Kolkata,14-Apr-19,2019
KM Jadhav,Chennai Super Kings,Kolkata Knight Riders,20,0,9,12,3,1,166.66,2,Kolkata,14-Apr-19,2019
MS Dhoni,Chennai Super Kings,Kolkata Knight Riders,16,0,25,13,0,1,123.07,2,Kolkata,14-Apr-19,2019
RA Jadeja,Chennai Super Kings,Kolkata Knight Riders,31,1,20,17,5,0,182.35,2,Kolkata,14-Apr-19,2019
DL Chahar,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,14-Apr-19,2019
MJ Santner,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,14-Apr-19,2019
Imran Tahir,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,14-Apr-19,2019
SN Thakur,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,14-Apr-19,2019
KL Rahul,Kings XI Punjab,Royal Challengers Bangalore,18,0,34,15,2,1,120,1,Mohali,13-Apr-19,2019
CH Gayle,Kings XI Punjab,Royal Challengers Bangalore,99,1,104,64,10,5,154.68,1,Mohali,13-Apr-19,2019
MA Agarwal,Kings XI Punjab,Royal Challengers Bangalore,15,0,10,9,1,1,166.66,1,Mohali,13-Apr-19,2019
SN Khan,Kings XI Punjab,Royal Challengers Bangalore,15,0,17,13,1,1,115.38,1,Mohali,13-Apr-19,2019
SM Curran,Kings XI Punjab,Royal Challengers Bangalore,1,0,5,3,0,0,33.33,1,Mohali,13-Apr-19,2019
Mandeep Singh,Kings XI Punjab,Royal Challengers Bangalore,18,1,34,16,1,0,112.5,1,Mohali,13-Apr-19,2019
Mohammed Shami,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,13-Apr-19,2019
R Ashwin,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,13-Apr-19,2019
M Ashwin,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,13-Apr-19,2019
AJ Tye,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,13-Apr-19,2019
N Pooran,Kings XI Punjab,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Mohali,13-Apr-19,2019
PA Patel,Royal Challengers Bangalore,Kings XI Punjab,19,0,15,9,4,0,211.11,2,Mohali,13-Apr-19,2019
V Kohli,Royal Challengers Bangalore,Kings XI Punjab,67,0,73,53,8,0,126.41,2,Mohali,13-Apr-19,2019
AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,59,1,81,38,5,2,155.26,2,Mohali,13-Apr-19,2019
MP Stoinis,Royal Challengers Bangalore,Kings XI Punjab,28,1,23,16,4,0,175,2,Mohali,13-Apr-19,2019
P Negi,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,13-Apr-19,2019
Mohammed Siraj,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,13-Apr-19,2019
UT Yadav,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,13-Apr-19,2019
MM Ali,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,13-Apr-19,2019
NA Saini,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,13-Apr-19,2019
AD Nath,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,13-Apr-19,2019
YS Chahal,Royal Challengers Bangalore,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,13-Apr-19,2019
RG Sharma,Mumbai Indians,Rajasthan Royals,47,0,47,32,6,1,146.87,1,Wankhede,13-Apr-19,2019
Q de Kock,Mumbai Indians,Rajasthan Royals,81,0,87,52,6,4,155.76,1,Wankhede,13-Apr-19,2019
SA Yadav,Mumbai Indians,Rajasthan Royals,16,0,15,10,0,1,160,1,Wankhede,13-Apr-19,2019
KA Pollard,Mumbai Indians,Rajasthan Royals,6,0,15,12,0,0,50,1,Wankhede,13-Apr-19,2019
HH Pandya,Mumbai Indians,Rajasthan Royals,28,1,21,11,1,3,254.54,1,Wankhede,13-Apr-19,2019
Ishan Kishan,Mumbai Indians,Rajasthan Royals,5,0,5,3,1,0,166.66,1,Wankhede,13-Apr-19,2019
KH Pandya,Mumbai Indians,Rajasthan Royals,0,1,5,0,0,0,0,1,Wankhede,13-Apr-19,2019
AS Joseph,Mumbai Indians,Rajasthan Royals,0,0,0,0,0,0,0,1,Wankhede,13-Apr-19,2019
JP Behrendorff,Mumbai Indians,Rajasthan Royals,0,0,0,0,0,0,0,1,Wankhede,13-Apr-19,2019
RD Chahar,Mumbai Indians,Rajasthan Royals,0,0,0,0,0,0,0,1,Wankhede,13-Apr-19,2019
JJ Bumrah,Mumbai Indians,Rajasthan Royals,0,0,0,0,0,0,0,1,Wankhede,13-Apr-19,2019
AM Rahane,Rajasthan Royals,Mumbai Indians,37,0,34,21,6,1,176.19,2,Wankhede,13-Apr-19,2019
JC Buttler,Rajasthan Royals,Mumbai Indians,89,0,64,43,8,7,206.97,2,Wankhede,13-Apr-19,2019
SV Samson,Rajasthan Royals,Mumbai Indians,31,0,48,26,2,1,119.23,2,Wankhede,13-Apr-19,2019
SPD Smith,Rajasthan Royals,Mumbai Indians,12,0,27,15,1,0,80,2,Wankhede,13-Apr-19,2019
RA Tripathi,Rajasthan Royals,Mumbai Indians,1,0,4,2,0,0,50,2,Wankhede,13-Apr-19,2019
LS Livingstone,Rajasthan Royals,Mumbai Indians,1,0,4,2,0,0,50,2,Wankhede,13-Apr-19,2019
S Gopal,Rajasthan Royals,Mumbai Indians,13,1,12,7,2,0,185.71,2,Wankhede,13-Apr-19,2019
K Gowtham,Rajasthan Royals,Mumbai Indians,0,1,10,1,0,0,0,2,Wankhede,13-Apr-19,2019
DS Kulkarni,Rajasthan Royals,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,13-Apr-19,2019
JC Archer,Rajasthan Royals,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,13-Apr-19,2019
JD Unadkat,Rajasthan Royals,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,13-Apr-19,2019
JL Denly,Kolkata Knight Riders,Delhi Capitals,0,0,1,1,0,0,0,1,Kolkata,12-Apr-19,2019
Shubman Gill,Kolkata Knight Riders,Delhi Capitals,65,0,70,39,7,2,166.66,1,Kolkata,12-Apr-19,2019
RV Uthappa,Kolkata Knight Riders,Delhi Capitals,28,0,38,30,4,1,93.33,1,Kolkata,12-Apr-19,2019
N Rana,Kolkata Knight Riders,Delhi Capitals,11,0,21,12,0,1,91.66,1,Kolkata,12-Apr-19,2019
AD Russell,Kolkata Knight Riders,Delhi Capitals,45,0,34,21,3,4,214.28,1,Kolkata,12-Apr-19,2019
KD Karthik,Kolkata Knight Riders,Delhi Capitals,2,0,6,3,0,0,66.66,1,Kolkata,12-Apr-19,2019
CR Brathwaite,Kolkata Knight Riders,Delhi Capitals,6,0,23,7,0,0,85.71,1,Kolkata,12-Apr-19,2019
PP Chawla,Kolkata Knight Riders,Delhi Capitals,14,1,9,6,2,0,233.33,1,Kolkata,12-Apr-19,2019
Kuldeep Yadav,Kolkata Knight Riders,Delhi Capitals,2,1,3,2,0,0,100,1,Kolkata,12-Apr-19,2019
LH Ferguson,Kolkata Knight Riders,Delhi Capitals,0,0,0,0,0,0,0,1,Kolkata,12-Apr-19,2019
M Prasidh Krishna,Kolkata Knight Riders,Delhi Capitals,0,0,0,0,0,0,0,1,Kolkata,12-Apr-19,2019
PP Shaw,Delhi Capitals,Kolkata Knight Riders,14,0,17,7,0,2,200,2,Kolkata,12-Apr-19,2019
S Dhawan,Delhi Capitals,Kolkata Knight Riders,97,1,98,63,11,2,153.96,2,Kolkata,12-Apr-19,2019
SS Iyer,Delhi Capitals,Kolkata Knight Riders,6,0,13,6,1,0,100,2,Kolkata,12-Apr-19,2019
RR Pant,Delhi Capitals,Kolkata Knight Riders,46,0,59,31,4,2,148.38,2,Kolkata,12-Apr-19,2019
CA Ingram,Delhi Capitals,Kolkata Knight Riders,14,1,8,6,1,1,233.33,2,Kolkata,12-Apr-19,2019
K Rabada,Delhi Capitals,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,12-Apr-19,2019
KMA Paul,Delhi Capitals,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,12-Apr-19,2019
CH Morris,Delhi Capitals,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,12-Apr-19,2019
I Sharma,Delhi Capitals,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,12-Apr-19,2019
R Tewatia,Delhi Capitals,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,12-Apr-19,2019
AR Patel,Delhi Capitals,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Kolkata,12-Apr-19,2019
AM Rahane,Rajasthan Royals,Chennai Super Kings,14,0,16,11,3,0,127.27,1,Jaipur,11-Apr-19,2019
JC Buttler,Rajasthan Royals,Chennai Super Kings,23,0,20,10,4,1,230,1,Jaipur,11-Apr-19,2019
SV Samson,Rajasthan Royals,Chennai Super Kings,6,0,14,6,1,0,100,1,Jaipur,11-Apr-19,2019
SPD Smith,Rajasthan Royals,Chennai Super Kings,15,0,30,22,1,0,68.18,1,Jaipur,11-Apr-19,2019
RA Tripathi,Rajasthan Royals,Chennai Super Kings,10,0,14,12,1,0,83.33,1,Jaipur,11-Apr-19,2019
BA Stokes,Rajasthan Royals,Chennai Super Kings,28,0,40,26,1,0,107.69,1,Jaipur,11-Apr-19,2019
R Parag,Rajasthan Royals,Chennai Super Kings,16,0,18,14,2,0,114.28,1,Jaipur,11-Apr-19,2019
JC Archer,Rajasthan Royals,Chennai Super Kings,13,1,23,12,1,0,108.33,1,Jaipur,11-Apr-19,2019
S Gopal,Rajasthan Royals,Chennai Super Kings,19,1,7,7,2,1,271.42,1,Jaipur,11-Apr-19,2019
DS Kulkarni,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Jaipur,11-Apr-19,2019
JD Unadkat,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Jaipur,11-Apr-19,2019
SR Watson,Chennai Super Kings,Rajasthan Royals,0,0,3,4,0,0,0,2,Jaipur,11-Apr-19,2019
F du Plessis,Chennai Super Kings,Rajasthan Royals,7,0,22,10,0,0,70,2,Jaipur,11-Apr-19,2019
SK Raina,Chennai Super Kings,Rajasthan Royals,4,0,7,4,1,0,100,2,Jaipur,11-Apr-19,2019
AT Rayudu,Chennai Super Kings,Rajasthan Royals,57,0,85,47,2,3,121.27,2,Jaipur,11-Apr-19,2019
KM Jadhav,Chennai Super Kings,Rajasthan Royals,1,0,9,6,0,0,16.66,2,Jaipur,11-Apr-19,2019
MS Dhoni,Chennai Super Kings,Rajasthan Royals,58,0,76,43,2,3,134.88,2,Jaipur,11-Apr-19,2019
RA Jadeja,Chennai Super Kings,Rajasthan Royals,9,1,21,4,0,1,225,2,Jaipur,11-Apr-19,2019
MJ Santner,Chennai Super Kings,Rajasthan Royals,10,1,7,3,0,1,333.33,2,Jaipur,11-Apr-19,2019
SN Thakur,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Jaipur,11-Apr-19,2019
Imran Tahir,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Jaipur,11-Apr-19,2019
DL Chahar,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Jaipur,11-Apr-19,2019
KL Rahul,Kings XI Punjab,Mumbai Indians,100,1,110,64,6,6,156.25,1,Wankhede,10-Apr-19,2019
CH Gayle,Kings XI Punjab,Mumbai Indians,63,0,70,36,3,7,175,1,Wankhede,10-Apr-19,2019
DA Miller,Kings XI Punjab,Mumbai Indians,7,0,14,8,1,0,87.5,1,Wankhede,10-Apr-19,2019
KK Nair,Kings XI Punjab,Mumbai Indians,5,0,9,6,0,0,83.33,1,Wankhede,10-Apr-19,2019
SM Curran,Kings XI Punjab,Mumbai Indians,8,0,5,3,2,0,266.66,1,Wankhede,10-Apr-19,2019
Mandeep Singh,Kings XI Punjab,Mumbai Indians,7,1,13,3,1,0,233.33,1,Wankhede,10-Apr-19,2019
GC Viljoen,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Wankhede,10-Apr-19,2019
Mohammed Shami,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Wankhede,10-Apr-19,2019
R Ashwin,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Wankhede,10-Apr-19,2019
SN Khan,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Wankhede,10-Apr-19,2019
AS Rajpoot,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Wankhede,10-Apr-19,2019
Q de Kock,Mumbai Indians,Kings XI Punjab,24,0,46,23,2,0,104.34,2,Wankhede,10-Apr-19,2019
SD Lad,Mumbai Indians,Kings XI Punjab,15,0,19,13,1,1,115.38,2,Wankhede,10-Apr-19,2019
SA Yadav,Mumbai Indians,Kings XI Punjab,21,0,22,15,4,0,140,2,Wankhede,10-Apr-19,2019
KA Pollard,Mumbai Indians,Kings XI Punjab,83,0,81,31,3,10,267.74,2,Wankhede,10-Apr-19,2019
Ishan Kishan,Mumbai Indians,Kings XI Punjab,7,0,18,10,1,0,70,2,Wankhede,10-Apr-19,2019
HH Pandya,Mumbai Indians,Kings XI Punjab,19,0,20,13,2,0,146.15,2,Wankhede,10-Apr-19,2019
KH Pandya,Mumbai Indians,Kings XI Punjab,1,0,6,2,0,0,50,2,Wankhede,10-Apr-19,2019
AS Joseph,Mumbai Indians,Kings XI Punjab,15,1,32,13,2,0,115.38,2,Wankhede,10-Apr-19,2019
RD Chahar,Mumbai Indians,Kings XI Punjab,1,1,5,1,0,0,100,2,Wankhede,10-Apr-19,2019
JP Behrendorff,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,2,Wankhede,10-Apr-19,2019
JJ Bumrah,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,2,Wankhede,10-Apr-19,2019
CA Lynn,Kolkata Knight Riders,Chennai Super Kings,0,0,6,5,0,0,0,1,Chennai,09-Apr-19,2019
SP Narine,Kolkata Knight Riders,Chennai Super Kings,6,0,10,5,0,0,120,1,Chennai,09-Apr-19,2019
RV Uthappa,Kolkata Knight Riders,Chennai Super Kings,11,0,18,9,2,0,122.22,1,Chennai,09-Apr-19,2019
N Rana,Kolkata Knight Riders,Chennai Super Kings,0,0,5,3,0,0,0,1,Chennai,09-Apr-19,2019
KD Karthik,Kolkata Knight Riders,Chennai Super Kings,19,0,27,21,3,0,90.47,1,Chennai,09-Apr-19,2019
Shubman Gill,Kolkata Knight Riders,Chennai Super Kings,9,0,24,12,0,0,75,1,Chennai,09-Apr-19,2019
AD Russell,Kolkata Knight Riders,Chennai Super Kings,50,1,59,44,5,3,113.63,1,Chennai,09-Apr-19,2019
PP Chawla,Kolkata Knight Riders,Chennai Super Kings,8,0,25,13,0,1,61.53,1,Chennai,09-Apr-19,2019
Kuldeep Yadav,Kolkata Knight Riders,Chennai Super Kings,0,0,2,1,0,0,0,1,Chennai,09-Apr-19,2019
M Prasidh Krishna,Kolkata Knight Riders,Chennai Super Kings,0,0,5,2,0,0,0,1,Chennai,09-Apr-19,2019
HF Gurney,Kolkata Knight Riders,Chennai Super Kings,1,1,22,5,0,0,20,1,Chennai,09-Apr-19,2019
SR Watson,Chennai Super Kings,Kolkata Knight Riders,17,0,10,9,2,1,188.88,2,Chennai,09-Apr-19,2019
F du Plessis,Chennai Super Kings,Kolkata Knight Riders,43,1,89,45,3,0,95.55,2,Chennai,09-Apr-19,2019
SK Raina,Chennai Super Kings,Kolkata Knight Riders,14,0,13,13,1,1,107.69,2,Chennai,09-Apr-19,2019
AT Rayudu,Chennai Super Kings,Kolkata Knight Riders,21,0,49,31,2,0,67.74,2,Chennai,09-Apr-19,2019
KM Jadhav,Chennai Super Kings,Kolkata Knight Riders,8,1,16,8,1,0,100,2,Chennai,09-Apr-19,2019
MS Dhoni,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Chennai,09-Apr-19,2019
SC Kuggeleijn,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Chennai,09-Apr-19,2019
RA Jadeja,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Chennai,09-Apr-19,2019
Harbhajan Singh,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Chennai,09-Apr-19,2019
DL Chahar,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Chennai,09-Apr-19,2019
Imran Tahir,Chennai Super Kings,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Chennai,09-Apr-19,2019
DA Warner,Sunrisers Hyderabad,Kings XI Punjab,70,1,103,62,6,1,112.9,1,Mohali,08-Apr-19,2019
JM Bairstow,Sunrisers Hyderabad,Kings XI Punjab,1,0,10,6,0,0,16.66,1,Mohali,08-Apr-19,2019
V Shankar,Sunrisers Hyderabad,Kings XI Punjab,26,0,43,27,2,0,96.29,1,Mohali,08-Apr-19,2019
Mohammad Nabi,Sunrisers Hyderabad,Kings XI Punjab,12,0,13,7,0,0,171.42,1,Mohali,08-Apr-19,2019
MK Pandey,Sunrisers Hyderabad,Kings XI Punjab,19,0,31,15,2,0,126.66,1,Mohali,08-Apr-19,2019
DJ Hooda,Sunrisers Hyderabad,Kings XI Punjab,14,1,4,3,2,1,466.66,1,Mohali,08-Apr-19,2019
Rashid Khan,Sunrisers Hyderabad,Kings XI Punjab,0,0,0,0,0,0,0,1,Mohali,08-Apr-19,2019
S Kaul,Sunrisers Hyderabad,Kings XI Punjab,0,0,0,0,0,0,0,1,Mohali,08-Apr-19,2019
B Kumar,Sunrisers Hyderabad,Kings XI Punjab,0,0,0,0,0,0,0,1,Mohali,08-Apr-19,2019
Sandeep Sharma,Sunrisers Hyderabad,Kings XI Punjab,0,0,0,0,0,0,0,1,Mohali,08-Apr-19,2019
YK Pathan,Sunrisers Hyderabad,Kings XI Punjab,0,0,0,0,0,0,0,1,Mohali,08-Apr-19,2019
KL Rahul,Kings XI Punjab,Sunrisers Hyderabad,71,1,102,53,7,1,133.96,2,Mohali,08-Apr-19,2019
CH Gayle,Kings XI Punjab,Sunrisers Hyderabad,16,0,14,14,1,1,114.28,2,Mohali,08-Apr-19,2019
MA Agarwal,Kings XI Punjab,Sunrisers Hyderabad,55,0,69,43,3,3,127.9,2,Mohali,08-Apr-19,2019
